Type,Unique id,Land number,Description,Left upper lat position,Left upper lat direction,Left upper lon position,Left upper lon direction,Right lower lat position,Right lower lat direction,Right lower lon position,Right lower lon direction
re,240,27068,PRMZgmyMcZ,18.37920861838851,N,136.02123100895986,E,81.60491396267754,S,91.5069696624856,E
re,241,42143,rxifwOWQwr,57.38984204943391,N,166.15416717022688,E,11.689836592523537,N,84.16414688319712,E
l,242,43375,dXLCqyfqCN,69.06974239806421,N,82.51531182418888,W,84.71495087050295,S,73.18254296172626,W
re,243,56688,tXHltwDtkF,73.768332307905,S,71.49295043853519,W,81.60491396267754,S,91.5069696624856,E
l,244,9522,UNerxzTVzg,69.06974239806421,N,82.51531182418888,W,44.78542405787369,N,94.86050555144016,W
l,245,88787,RSMXlEwdCP,69.06974239806421,N,82.51531182418888,W,4.155074415351697,N,26.505728040105748,E
re,246,24408,HgicsnvtMs,69.06974239806421,N,82.51531182418888,W,29.04870839661391,N,80.89974218617226,W
l,247,72585,TbXryqjDyv,50.061125490885814,N,90.47477460327228,E,83.7396016930343,S,115.5067486607147,E
re,248,89177,UanEWbcetY,50.061125490885814,N,90.47477460327228,E,27.899276610879273,N,103.00592553532599,E
re,249,21197,qNODGgtASL,78.06816207124595,S,4.804897979301296,E,48.230293941707984,N,7.113944910826958,E
re,250,10886,HnWbyGhnDD,78.07319118894267,S,132.44648888326552,E,83.7396016930343,S,115.5067486607147,E
re,251,87259,LFCZiPgPjf,70.13173404855162,S,156.93140234750842,E,60.360184113600944,N,11.693310957200925,E
re,252,73711,rvFdbeBiEw,50.061125490885814,N,90.47477460327228,E,53.445376495053395,S,24.386231387792535,E
re,253,30778,uTdTYAgQux,50.061125490885814,N,90.47477460327228,E,6.500072164855826,S,3.4410753776402183,E
l,254,98760,xLOKAPbclj,61.736773361163685,S,17.441737722245517,W,80.87095686426906,S,87.85683216251283,E
l,255,83916,IQaKnXAcyn,77.13343235085928,N,50.18505182996633,E,83.7396016930343,S,115.5067486607147,E
re,256,63899,QEqFVukoYR,77.13343235085928,N,50.18505182996633,E,15.01647555255535,N,142.96647676831228,W
re,257,8256,kUzrJKPLHW,56.52953952830341,S,64.3522832702062,W,75.96663613567765,S,105.50351993634548,W
re,258,42876,iKbUAxFlHX,77.13343235085928,N,50.18505182996633,E,14.4863634867754,S,148.2973356289927,W
l,259,94331,lLCohRLaTV,73.2448139767067,S,26.849000973539184,W,27.502989165083843,S,41.85097399274531,W
re,260,51792,DumxNHruMR,77.13343235085928,N,50.18505182996633,E,32.05158409352278,S,6.953626833545471,E
re,261,84512,ZLearDldSB,16.901186977712854,S,88.40393871296514,W,17.923072145331847,S,86.80928533154365,E
re,262,718,fhEnVlGDvt,7.1309282833303715,S,72.85503191689614,W,83.7396016930343,S,115.5067486607147,E
l,263,641,ktGAfxkJIf,79.97564825179533,N,171.99981189329037,E,30.417030239870794,N,133.9658794431554,E
l,264,27487,whohyjzwQx,7.1309282833303715,S,72.85503191689614,W,0.6448351834418758,N,29.37478325903104,E
l,265,96029,dfoQYLimLV,7.1309282833303715,S,72.85503191689614,W,67.41699609363393,N,38.76692101823444,E
re,266,6207,SEpPRfIEIB,77.13343235085928,N,50.18505182996633,E,30.347149856754857,S,79.3772533335721,E
re,267,12975,qIdotbPduU,77.13343235085928,N,50.18505182996633,E,47.06058419725026,N,54.99970621439118,W
re,268,23463,nEkRzaRHrt,29.794977262675662,S,79.8856515759321,W,83.7396016930343,S,115.5067486607147,E
l,269,17051,KCqzMmgVff,66.22489253950677,S,57.75557559876589,E,83.7396016930343,S,115.5067486607147,E
re,270,8118,toZWsBEvox,76.28156369731296,S,89.87621694187024,W,83.7396016930343,S,115.5067486607147,E
re,271,27148,ePmrGwbPAO,65.72701150546662,N,48.55426153832924,E,83.7396016930343,S,115.5067486607147,E
re,272,38575,qyPODerCmh,21.071119970068075,S,159.46985366724672,E,83.7396016930343,S,115.5067486607147,E
l,273,71867,oazUrfLTAQ,21.071119970068075,S,159.46985366724672,E,15.581364502035793,S,11.793848206720892,W
re,274,99029,hlIdAHhRcU,66.22489253950677,S,57.75557559876589,E,65.58296505990631,N,139.8148441104336,W
re,275,64153,eusdBqKfzc,40.01596859476645,S,106.90897067257315,W,74.28679617695951,N,103.81051601428672,W
l,276,9123,xeMWtwmIHL,21.071119970068075,S,159.46985366724672,E,80.69105119058455,S,8.661443835344196,E
re,277,31530,HTtwncnbjs,7.806997402807486,S,56.72652233473865,W,83.7396016930343,S,115.5067486607147,E
re,278,64037,wRafhmVQMy,24.70896674979635,N,42.79119468616995,W,83.7396016930343,S,115.5067486607147,E
re,279,99705,HJqbJEiFKq,66.22489253950677,S,57.75557559876589,E,5.968476167180091,N,27.210169004219996,W
l,280,8290,dtCFXdwGcr,24.70896674979635,N,42.79119468616995,W,19.75951830692095,N,120.59118289001701,W
l,281,84651,DxYYxWEFlE,12.61217942092983,S,121.09008669900575,E,83.01049539738054,N,41.50131940977505,E
l,282,63909,cTPutGrhrc,24.70896674979635,N,42.79119468616995,W,82.70192928006416,S,163.52413860473737,E
re,283,28483,SnsRSGPGlB,66.22489253950677,S,57.75557559876589,E,53.08025277815278,N,136.96953213606523,E
re,284,5377,zyhyVTrjGV,61.13817865817808,N,164.38602212013228,W,83.7396016930343,S,115.5067486607147,E
re,285,98600,niNcVyWFZR,66.22489253950677,S,57.75557559876589,E,84.70944735694388,N,79.59587663770179,W
re,286,63147,xrqRINnkka,35.997415592209,S,49.6719326289518,W,83.7396016930343,S,115.5067486607147,E
re,287,93,eNhLjxPFiE,66.22489253950677,S,57.75557559876589,E,60.47034478169165,N,6.82689309650476,E
l,288,76304,bOmklYYLTS,35.997415592209,S,49.6719326289518,W,5.649534318439142,N,39.74221657142833,E
l,289,50843,AYaAeYHRjJ,35.997415592209,S,49.6719326289518,W,19.718232907995255,S,19.383034742303053,E
l,290,3267,hfzPIOmmQi,82.35288547049993,N,52.20775341096703,E,83.7396016930343,S,115.5067486607147,E
re,291,6024,GAiSJPqejm,82.35288547049993,N,52.20775341096703,E,69.0570942027401,N,92.74555859616716,W
re,292,26158,FeUQslPNBY,57.99919448030578,S,138.3029893527935,W,74.24712079218605,S,95.9452483463226,E
l,293,8609,ZyzsCZsfQA,27.060941390030333,S,95.46694016797973,E,83.7396016930343,S,115.5067486607147,E
l,294,54952,bzIgBeTgBA,5.381472751213136,N,40.60069736124956,W,61.90557928440018,N,84.08719580925745,W
re,295,60754,YtsaezuyqK,27.060941390030333,S,95.46694016797973,E,9.022812937298465,N,159.40254315243496,E
l,296,24805,JVduJosiFo,76.89622511806752,S,34.085362003746795,W,83.7396016930343,S,115.5067486607147,E
re,297,79578,jcTGsYvZbn,71.75472062079562,N,174.06715363116706,E,56.501788697043686,N,55.54895487806844,E
re,298,1978,wIDGLEsJsp,76.89622511806752,S,34.085362003746795,W,68.52440032190167,S,105.0618038436136,E
re,299,28511,aDHlsBxmjo,22.827339000841466,N,20.20356178031622,W,83.7396016930343,S,115.5067486607147,E
re,300,92145,dBLoCLcpJk,5.532474088716848,N,72.16779301049246,E,83.7396016930343,S,115.5067486607147,E
l,301,56596,xshJuPAQaB,5.532474088716848,N,72.16779301049246,E,71.11616785897769,N,85.64149534471677,W
re,302,9994,KxQZTASZgy,79.82622459356669,S,62.08956704246524,E,83.7396016930343,S,115.5067486607147,E
re,303,6942,gXqNJXezBY,76.89622511806752,S,34.085362003746795,W,22.92266202795268,S,145.34879886644092,W
re,304,82512,VBhlXxidTU,11.902189481417281,N,58.13963104521092,W,83.7396016930343,S,115.5067486607147,E
re,305,97131,QkqklfSxfu,76.89622511806752,S,34.085362003746795,W,65.76747498514173,S,70.35877659326074,E
re,306,71171,dEXJgjClgk,76.89622511806752,S,34.085362003746795,W,47.68075153008091,S,69.20912306617306,W
re,307,13379,vXdIqjDRPn,27.786232041544185,N,85.65953387743308,E,83.7396016930343,S,115.5067486607147,E
re,308,39105,PtFkZHSzWp,49.397344591860836,N,26.504625171353034,W,83.7396016930343,S,115.5067486607147,E
re,309,20309,KcfJyfkfCb,36.7967373505675,S,172.38768037760403,E,83.7396016930343,S,115.5067486607147,E
re,310,42253,ZOQBmIqqpf,37.446341970620566,S,120.50015689307412,E,83.7396016930343,S,115.5067486607147,E
re,311,18590,UZnKYocIwb,69.19210705162821,N,29.096191912674403,W,83.7396016930343,S,115.5067486607147,E
re,312,47015,NwWwFHXmkM,46.861201489538274,S,139.7247693124408,E,83.7396016930343,S,115.5067486607147,E
l,313,23944,JKJqhJqoBj,46.861201489538274,S,139.7247693124408,E,49.247194488418636,N,146.05859151136403,E
re,314,82909,PbTPbwAJvG,76.89622511806752,S,34.085362003746795,W,70.43509840284177,N,131.5756528500737,W
l,315,62036,dZsWKkVxAl,21.63599296687519,S,65.80854607263338,W,27.413867865120658,S,10.679712952870297,W
l,316,22591,eMvnjYtqEj,46.861201489538274,S,139.7247693124408,E,1.733497540753119,S,128.13856892058635,E
re,317,15044,boDVArpRwP,76.89622511806752,S,34.085362003746795,W,15.563924119212054,N,158.7477665726474,E
re,318,17102,htjGnmduLQ,76.89622511806752,S,34.085362003746795,W,46.710897792231115,N,123.2821921336192,W
re,319,15725,lnzPcxpANh,76.89622511806752,S,34.085362003746795,W,34.29190717826977,N,47.424020613128725,E
re,320,32049,gSlBrXCdGc,77.39347966369368,S,1.4875468182755314,W,83.7396016930343,S,115.5067486607147,E
l,321,3340,CvvLMIPLjD,39.00518662851415,N,157.1180575230529,W,83.7396016930343,S,115.5067486607147,E
re,322,56721,kHGGmsyhQz,39.00518662851415,N,157.1180575230529,W,6.471394035435828,S,55.96340460978517,W
l,323,16652,rxumVyrJxO,77.39347966369368,S,1.4875468182755314,W,29.649395347467973,N,161.5592883541021,W
l,324,38731,NDkqtjQenw,77.39347966369368,S,1.4875468182755314,W,48.09996119046247,S,72.15330085110857,W
re,325,35380,DWuwVoaTKR,37.391174131305576,S,86.25264679361207,E,29.129055326775237,N,42.6516350271791,W
re,326,84567,UsURiEddzO,68.2108463343428,N,100.861275306579,E,83.7396016930343,S,115.5067486607147,E
re,327,64212,JmvuLmsUBp,81.06659083740828,S,132.21684378444192,E,83.7396016930343,S,115.5067486607147,E
l,328,33314,qFcxVoiTDc,81.06659083740828,S,132.21684378444192,E,30.70571674042239,N,10.794831448665926,E
re,329,94292,GAjREEdnsM,39.00518662851415,N,157.1180575230529,W,1.8627107093798094,S,120.83724914328054,E
l,330,52234,LKJpKYNraz,81.06659083740828,S,132.21684378444192,E,43.037446864833186,N,32.27020425014997,W
re,331,91697,KypVWBxLTA,78.6142411751164,N,0.6527698211388128,E,16.56811926136521,N,53.78439746269993,W
re,332,46735,STGHAlFrwA,39.00518662851415,N,157.1180575230529,W,65.1012808475891,S,121.519895630933,W
re,333,34048,RJDQwKhUDx,39.00518662851415,N,157.1180575230529,W,7.33524423240106,S,9.08606212455625,W
l,334,2534,ACbnsImIRR,27.957477990034224,S,129.6939535113062,W,83.7396016930343,S,115.5067486607147,E
re,335,53309,SmZtqCpnKf,53.57383808087659,S,35.54447697755511,W,67.46067126193041,N,96.02952446765143,E
re,336,86936,qcMvnONDNP,27.957477990034224,S,129.6939535113062,W,27.22088043089025,S,74.13701512173006,W
re,337,18767,oVixezVpie,33.405723544333725,S,45.58477213932916,W,11.0537248023982,S,98.58927382962578,W
l,338,15277,XzRRqbqBQa,3.595877803023109,S,59.4826271669674,E,29.229200040744903,S,48.10038122922276,E
re,339,42826,gnysdCSOzf,4.803924629852228,S,163.9432268079,E,62.18803258404751,S,23.026672375120466,W
l,340,84837,QSLiwKgGUp,81.06659083740828,S,132.21684378444192,E,46.813116742249264,S,25.542110920480276,W
re,341,77307,pBESqAlXau,17.091679853332153,S,163.57813798016164,E,83.7396016930343,S,115.5067486607147,E
l,342,81195,RpkakrYFCM,9.027101429902833,N,113.8490289538924,W,83.7396016930343,S,115.5067486607147,E
l,343,8066,PMVvKYaUmB,36.58899069953619,N,88.13164845083912,E,83.7396016930343,S,115.5067486607147,E
re,344,94696,OiIUMDKpLa,8.04509057445792,N,82.38674054022849,W,83.7396016930343,S,115.5067486607147,E
re,345,39545,IHBNohDQRZ,73.24301982675127,N,104.28949814710352,E,60.81808338624763,S,157.60805380919004,E
re,346,20869,dCVhahFdPC,61.480919762198475,N,167.87731554719716,W,22.074015779799158,S,32.077938266198416,E
re,347,52394,nxPhLpYWvf,36.58899069953619,N,88.13164845083912,E,84.639533293425,S,36.084548229374185,W
re,348,27105,MZtqtwTUSV,36.58899069953619,N,88.13164845083912,E,38.2824617120152,N,6.516911686924113,E
re,349,18923,cjCSHaMBLy,68.47160220929263,S,78.77013403932993,W,83.7396016930343,S,115.5067486607147,E
re,350,90967,BRSTzCBZzu,36.58899069953619,N,88.13164845083912,E,62.360000835476555,N,64.57020600505354,E
re,351,693,FKUdQRwQzD,36.58899069953619,N,88.13164845083912,E,11.168457914073128,S,74.37295196982275,E
re,352,45722,HEppQuCVqP,36.58899069953619,N,88.13164845083912,E,32.11963155863286,N,92.03558043265517,W
re,353,49387,QiiBgBzSvW,36.58899069953619,N,88.13164845083912,E,1.0823463050203213,S,36.5140003294148,W
l,354,44741,bWPVMintzO,68.47160220929263,S,78.77013403932993,W,25.69104519986866,N,5.476881986650511,E
l,355,4797,yschhkDDJz,5.857306898955738,S,155.19324492018868,E,2.1920196704070944,S,100.54027485774579,E
re,356,18298,OgRmenDFyR,75.54564776367828,S,29.241254425529053,E,83.7396016930343,S,115.5067486607147,E
l,357,76536,HPtVDgHHEK,75.54564776367828,S,29.241254425529053,E,31.064971612092705,N,102.53385213203518,W
re,358,50235,IjtpbHDNQW,4.749542226242022,S,128.954190793835,W,83.7396016930343,S,115.5067486607147,E
l,359,45223,qXYsmJvqBr,4.749542226242022,S,128.954190793835,W,61.659522574093366,N,83.89056434010729,W
l,360,28006,UflGRgLkXu,0.6613800870761394,N,56.599734394601676,W,8.075211289906099,N,4.360861178076158,E
re,361,3360,SqrvcsnxLl,65.56171348150936,N,129.99317284686128,W,4.310652937022182,N,152.61853187955404,W
re,362,90085,oNdyzLYjga,36.58899069953619,N,88.13164845083912,E,21.374901699593426,S,67.74733202650224,E
l,363,89480,OGsVqsFkoa,4.749542226242022,S,128.954190793835,W,13.403374608147498,N,109.53506869826629,W
l,364,39185,JoTLnuibdA,51.872470253120156,N,91.11349342100807,W,65.66080156639465,S,117.83092578678584,E
re,365,34191,HAlanldRXA,60.43876167184194,N,163.64467643741872,W,78.57966450525579,N,151.61009573928501,W
l,366,61878,EcfkUTRubH,24.60389230316456,N,34.1709809288485,E,70.09101688577323,S,106.12226891935725,E
re,367,30555,aQslLTiEbF,36.58899069953619,N,88.13164845083912,E,3.4583206304024072,S,36.213939326780455,W
l,368,60384,CTmPIzjrlz,71.37247747071423,S,159.4667600533454,W,83.7396016930343,S,115.5067486607147,E
re,369,12447,AAKEWJLoNk,21.54400353160095,N,106.57369205289844,E,83.7396016930343,S,115.5067486607147,E
l,370,16866,TRSceqiJvU,78.21124698484849,S,118.80857911751784,E,83.7396016930343,S,115.5067486607147,E
re,371,48750,YFooTwthBX,24.668002525108164,N,99.47997365541809,E,83.7396016930343,S,115.5067486607147,E
l,372,70540,fPHKOzixme,40.61848317413488,N,107.85564221447109,W,77.13625848809413,N,60.83252134385163,E
l,373,74502,OcwCdLQzQH,65.69574117697739,S,140.69173465406405,E,79.81047474844782,N,75.66779380320769,W
l,374,88783,OqmvdEBaJc,54.78751651100839,S,37.00630819867427,E,83.7396016930343,S,115.5067486607147,E
re,375,99637,MtWJrvzQEH,54.78751651100839,S,37.00630819867427,E,78.13078723581062,N,149.62101026848035,E
re,376,82239,susRWWkaBy,54.78751651100839,S,37.00630819867427,E,19.859604833586104,N,41.79841501886042,W
re,377,88318,lARrNtcOwR,6.411042736914619,S,25.01754513649135,E,9.067057217189035,S,36.728674074885625,E
re,378,66383,GwLJATmrSg,62.041479948828425,N,69.04676074506044,E,83.7396016930343,S,115.5067486607147,E
l,379,36504,pZynlINOFS,82.73639004200973,N,112.17755757378038,E,83.7396016930343,S,115.5067486607147,E
l,380,77221,GFpEyOMCXu,62.041479948828425,N,69.04676074506044,E,27.86190892120007,N,132.24969327660435,E
l,381,87447,pvjzvKWpdj,19.073028086912984,N,29.642728861733385,W,83.7396016930343,S,115.5067486607147,E
re,382,96235,RQaASxDsfb,19.073028086912984,N,29.642728861733385,W,27.316777771048294,N,63.70163659343689,E
l,383,58357,nijpoRjtbL,62.041479948828425,N,69.04676074506044,E,78.60996411054327,S,113.23103140781397,E
re,384,64216,bdmovDFZdM,19.073028086912984,N,29.642728861733385,W,59.07343625804642,N,17.20485401668849,E
l,385,70892,KkyddJNeNZ,57.94321103153417,N,40.7491900290737,W,83.7396016930343,S,115.5067486607147,E
l,386,41950,XzuPtFpgLn,72.73860061277904,S,95.67597919913771,E,83.7396016930343,S,115.5067486607147,E
re,387,35383,UYsLzDqXjF,10.016443418059247,N,139.49427509962453,E,83.7396016930343,S,115.5067486607147,E
re,388,25716,eWdSFiWujq,15.848697858696765,N,146.21931434134342,E,83.7396016930343,S,115.5067486607147,E
l,389,32853,vEucBaoBFo,1.4150000877353426,S,159.6485002060857,W,83.7396016930343,S,115.5067486607147,E
l,390,80854,vbmKDFVCRQ,15.848697858696765,N,146.21931434134342,E,22.749206160553396,S,66.042951171087,E
re,391,33716,ZkRnUVnjEi,4.567265067860241,N,63.23841958464679,E,83.7396016930343,S,115.5067486607147,E
l,392,85984,CbWNrvaSJX,34.89752780009133,N,96.3565114913279,E,47.43697687215141,S,124.15743435978486,E
re,393,73436,bCNlyWGAck,70.37365543786707,S,131.27537494143687,E,67.37328536441798,N,55.13563995889715,W
re,394,45659,ovDZxUTeYJ,64.82734764270035,N,40.17832084398005,E,83.7396016930343,S,115.5067486607147,E
l,395,48373,NCWsYiahun,64.82734764270035,N,40.17832084398005,E,41.47961551710061,S,91.39578848082918,E
re,396,44591,OSfrtYnQdv,1.4150000877353426,S,159.6485002060857,W,12.74727081536026,S,163.45739935937192,E
l,397,46555,qpeMJIUHhZ,64.82734764270035,N,40.17832084398005,E,43.65394776989819,S,48.60551648445879,E
re,398,35016,RLfqhunpEI,1.4150000877353426,S,159.6485002060857,W,40.57383799579603,N,159.40369409721558,E
re,399,26274,lcCHABvlFF,1.4150000877353426,S,159.6485002060857,W,23.906975075930156,N,57.90784662859554,W
re,400,86823,GJLTwgowOY,15.288963250033337,S,111.7486346376352,W,83.7396016930343,S,115.5067486607147,E
re,401,32981,wjtjPkgSTh,21.32912992976958,S,82.77974383130145,W,67.8729377854955,N,29.62846732066691,W
re,402,84341,LyMmckFMMc,1.4150000877353426,S,159.6485002060857,W,45.57330937016037,S,46.96356764806188,E
l,403,9280,zapfuSVYTo,15.288963250033337,S,111.7486346376352,W,20.983120740486175,N,0.9995595853624112,E
l,404,94394,wxvbbziKBU,15.288963250033337,S,111.7486346376352,W,64.00341221106356,N,5.213951600021757,E
l,405,97763,cIyRgQyGSJ,61.94328503613412,S,118.28345416535544,W,83.7396016930343,S,115.5067486607147,E
re,406,51127,MrqpOIuqea,47.25732576688857,S,76.78583300311699,W,53.2972621878248,S,57.725689330065705,E
re,407,83032,ErIaAfQYCi,69.97732162444821,N,153.1949100223439,E,25.37418767390165,N,121.37790448859393,W
l,408,46912,ykAlfvjKDh,33.53942176542162,N,85.29588568449294,W,83.7396016930343,S,115.5067486607147,E
re,409,8870,KBXOQdXyUV,33.53942176542162,N,85.29588568449294,W,76.43222492365516,N,159.33000437260014,E
l,410,4834,MrXBxrLfwz,56.317963986748246,S,160.2614314820698,E,11.778257595246169,S,129.9022628155984,W
re,411,19210,EXYmDEHxPl,73.72243484518945,S,88.55824264645494,E,57.300048209937266,S,133.23231234639036,W
re,412,32060,YmNveNAGSX,3.839857145998428,N,151.80890350272782,W,83.7396016930343,S,115.5067486607147,E
l,413,53024,pIhxOXzNgd,67.74496939991751,N,47.117347893832836,W,83.7396016930343,S,115.5067486607147,E
re,414,94276,VcOpmkarOc,76.49777651344704,N,118.71927695992646,E,83.7396016930343,S,115.5067486607147,E
l,415,21604,pHWqacqfaR,39.61395852017373,N,149.13154469167304,E,67.34259571216114,S,140.9083242127146,E
l,416,60307,kgHTcxExBG,76.49777651344704,N,118.71927695992646,E,72.48199757958564,S,131.56613517835765,W
l,417,88165,AjEWrIoLdv,76.49777651344704,N,118.71927695992646,E,54.240616819404934,N,43.78667513101305,W
l,418,14092,nDrOFburYO,73.83351256681111,S,75.9795192680772,E,66.22426920147718,N,2.174099227418527,W
re,419,96550,tMLrxwcsrz,72.68302454926692,S,124.24640999210013,W,75.35884519298844,S,40.39055919608675,W
re,420,60084,pTcBMDKgHc,43.53647578838813,N,115.02842322263233,E,48.68531876671404,S,69.50419989466376,E
l,421,53214,LLSbMQeJnq,76.49777651344704,N,118.71927695992646,E,33.92216701426042,N,151.16647419382323,W
re,422,5666,DUcYNOYTMe,0.9502334995879985,N,70.82667083732663,E,83.7396016930343,S,115.5067486607147,E
re,423,57340,TqyzqwXgZo,67.74496939991751,N,47.117347893832836,W,13.340012580466272,S,27.712518708350903,E
l,424,70266,OotbNdREHj,55.21187674142335,S,58.933486734968454,E,76.07336367746609,N,0.05556760648710857,E
re,425,78898,svcoYMUUlp,67.74496939991751,N,47.117347893832836,W,54.844077641121785,S,148.82871716824087,E
re,426,21149,VABWbIxIHR,70.29926278627453,S,79.5583455362078,W,83.7396016930343,S,115.5067486607147,E
re,427,37403,ZoaMvggCqj,53.910707110990515,S,91.69657489285731,W,83.7396016930343,S,115.5067486607147,E
l,428,18351,bWvtRuUNBc,53.910707110990515,S,91.69657489285731,W,78.89346884434069,N,85.15198922542766,W
re,429,92623,kwoUdmmvTe,1.13554260360154,N,130.11372836576737,E,83.7396016930343,S,115.5067486607147,E
re,430,86133,BYhKMXwbMG,76.08873406139301,S,15.426711310808338,W,83.7396016930343,S,115.5067486607147,E
re,431,83043,CjtJUVDHoS,78.14607558771681,N,133.90992489114086,W,83.7396016930343,S,115.5067486607147,E
re,432,62118,FqdAOtJSOd,50.404919489302685,N,40.50034824309508,E,83.7396016930343,S,115.5067486607147,E
re,433,91054,wBMiJPBuLv,67.74496939991751,N,47.117347893832836,W,10.289282480426303,S,107.43006380676367,W
re,434,71095,jkDOaNAYjj,67.74496939991751,N,47.117347893832836,W,60.08662667065026,N,57.50552536833623,W
re,435,25859,fexPkcOrgq,29.00702431024312,N,92.23061090277129,W,27.775666175062955,S,123.69117454474056,W
l,436,91124,QjMukKDJfo,50.404919489302685,N,40.50034824309508,E,7.888788516189485,N,27.454043367797798,W
re,437,24700,tqzvsUIsau,67.74496939991751,N,47.117347893832836,W,71.84697019435248,N,155.3974884147082,W
l,438,38239,akPtLbtNer,77.17744677684735,S,38.71087312137125,W,77.58951519612089,N,123.92379431796478,E
re,439,5998,hKrOyVHwIQ,67.74496939991751,N,47.117347893832836,W,12.850163443993104,N,51.457129897305975,W
l,440,96437,QonoUtMvur,50.404919489302685,N,40.50034824309508,E,60.36698685499582,S,121.5307009532545,E
l,441,16892,BmBTOZiciP,50.404919489302685,N,40.50034824309508,E,10.613140103656528,N,86.42352406811023,W
l,442,25694,fuCLZnToQE,50.404919489302685,N,40.50034824309508,E,21.271723363615703,S,40.96174866357822,W
re,443,27927,AguFUwZrMF,67.74496939991751,N,47.117347893832836,W,5.672317506510899,N,83.67193312900503,E
l,444,62807,YlandgFrZq,50.404919489302685,N,40.50034824309508,E,66.53208868143672,N,111.74250308786989,W
l,445,14746,PlxpwoqycC,50.404919489302685,N,40.50034824309508,E,60.59355435308432,S,43.345774353229366,W
re,446,57800,SVUAdZrxUa,1.3366520462049607,N,146.8589344278619,W,83.7396016930343,S,115.5067486607147,E
re,447,22970,iQWBhZyWOE,67.74496939991751,N,47.117347893832836,W,45.38085577220102,S,107.54115688811112,E
re,448,57180,MvNsjXiexX,15.750666170983575,S,6.668759370757171,E,83.7396016930343,S,115.5067486607147,E
re,449,32282,wODPXKiZOw,40.583409683658914,N,3.535382884766683,W,22.97248697248133,S,8.777237374153934,E
l,450,25357,zbfyPStDpo,15.750666170983575,S,6.668759370757171,E,40.3880955501009,N,149.48672730644873,W
re,451,34164,qPQaxXyfnm,71.94446509779416,N,149.82695461791866,W,53.74469248937494,S,164.3774914807028,E
l,452,79595,SJopzGPMtN,27.27152039983131,N,74.32715475819683,E,83.7396016930343,S,115.5067486607147,E
re,453,69804,RvwbgBPrrh,27.27152039983131,N,74.32715475819683,E,58.65051054103694,S,3.426308213329074,W
l,454,6303,zrywsnrcHu,15.750666170983575,S,6.668759370757171,E,23.1388026096685,S,17.573105036307048,E
l,455,92038,MabjThWXOR,39.76061847215342,S,16.043387275852407,W,83.7396016930343,S,115.5067486607147,E
l,456,12572,pkwfxHXSbp,72.42249458856703,S,170.16080582765662,W,83.7396016930343,S,115.5067486607147,E
l,457,34581,LexLFtilCP,43.14358386269805,N,49.365739167519266,E,6.941464303832477,S,44.203191268908846,W
l,458,48707,yOFvDYhkOm,2.7937028620433746,S,19.381173304218873,E,5.387023807608689,N,149.70810728971009,W
re,459,19459,HsBmcEMyMR,72.42249458856703,S,170.16080582765662,W,61.71224809972436,N,83.28678111150582,E
re,460,31331,tVZXuLpQAP,24.004699078522755,S,50.60544897109423,E,83.7396016930343,S,115.5067486607147,E
re,461,58851,cpwkiFiNdB,6.528594987640004,S,16.68354668385331,E,83.7396016930343,S,115.5067486607147,E
l,462,93258,jQGAwPVVqU,74.38723401675348,S,63.37813767246836,E,1.1827492094112606,S,106.41568386487427,E
l,463,39509,OjwgeiYDaJ,6.528594987640004,S,16.68354668385331,E,42.60749857146432,N,38.66404950393125,E
l,464,97895,eMTHridAwd,8.048247931321008,S,107.62152542295927,W,83.7396016930343,S,115.5067486607147,E
l,465,91142,tBcDQpbGIo,22.425603331146476,S,41.248015138597,W,83.7396016930343,S,115.5067486607147,E
re,466,56011,GOOZRwISrB,50.31369099191887,S,117.90457428486707,W,83.7396016930343,S,115.5067486607147,E
l,467,61211,dSIndqSFzY,75.80398856772076,N,88.17146211798753,W,83.7396016930343,S,115.5067486607147,E
l,468,56760,rkqGegFEog,64.29366618867448,N,70.3421511526238,W,57.45483112675046,S,102.24155151187824,E
l,469,54979,CajoPMhyCU,60.9583055694571,N,69.24833308979885,W,83.7396016930343,S,115.5067486607147,E
re,470,48177,weHQAoiYiD,60.9583055694571,N,69.24833308979885,W,23.641150241135175,N,57.635784137336834,E
l,471,22151,jEBxhqJAGC,50.31369099191887,S,117.90457428486707,W,68.8581010730682,N,30.400536311292477,W
l,472,16222,CigJmfjRYf,48.270930663112445,S,21.57626226830855,W,58.951949559896015,N,92.20475088108324,W
re,473,37542,QzyBLZDhrl,60.9583055694571,N,69.24833308979885,W,34.163607135014665,N,12.361797905380248,W
re,474,4548,hAbHOEwkiC,60.9583055694571,N,69.24833308979885,W,82.65577193187858,N,89.05597147755026,E
re,475,14583,ztQjtAVFzJ,84.09264554392921,N,62.19319909405977,E,83.7396016930343,S,115.5067486607147,E
re,476,1126,posPPwXbGa,47.09393268549426,N,122.93721704450591,E,83.7396016930343,S,115.5067486607147,E
re,477,59419,iznEGnlUua,50.2385913451056,N,170.42626742184157,W,74.45147259190365,S,23.808319613038517,W
re,478,39982,ZfFqCnyKOH,60.9583055694571,N,69.24833308979885,W,14.981805812040442,N,149.00859367880452,W
re,479,74461,AFinuazabh,60.9583055694571,N,69.24833308979885,W,22.76046525350474,N,170.26829197910365,E
l,480,87563,EgftgOiKna,38.551442167651714,N,171.11102670715547,W,37.97627763275296,N,88.65633390686519,W
l,481,83940,DevmsBEZmm,35.04238934251324,S,85.21703220033577,E,83.7396016930343,S,115.5067486607147,E
